,Location,Title,Price,Style,Bedrooms,Bathrooms,Size(sqft),Air Conditioned  ,Den,Bachelor/Studio
1253,Toronto, Gorgeous lower level 1 bedroom apartment for rent, 2000, Basement, 1, 1, 800, Yes,No,No
1254,Toronto, Gorgeous lower level 1 bedroom apartment for rent, 2000, Basement, 1, 1, 800, Yes,No,No
1255,Toronto, One Bedroom Apartment, 2350, Apartment, 1, 1, 600, No,No,No
1256,Toronto, Gatehouse in Oakwood Village for rent, 1950, Apartment, 0, 1, Limited, Yes,No,Yes
1257,Toronto, Central Park Place - 2 Bedroom Apartment for Rent, 2600, Apartment, 2, 1, 896, No,No,No
1258,Toronto, Apartment for Rent, 2500, Apartment, 2, 1, 800, No,No,No
1259,Toronto, Central Park Place - 2 Bedroom Apartment for Rent, 2700, Apartment, 2, 1, 896, No,No,No
1260,Toronto, Central Park Place - 1 Bedroom Apartment for Rent, 2200, Apartment, 1, 1, 714, No,No,No
1261,Toronto, Bachelor Apartment for Rent - 210 Wychwood Avenue, 1973, Apartment, 0, 1, 428, No,No,Yes
1262,Toronto, Central Park Place - 1 Bedroom Apartment for Rent, 2100, Apartment, 1, 1, 714, No,No,No
1263,Toronto, 2 bedrooms for rent, 2200, Apartment, 2, 1, 900, Yes,No,No
1264,Toronto, 2 Bedrooms Basement Apartment for rent in Pickering, 1775, Basement, 2, 1, 950, No,No,No
1265,Toronto, Clean and bright one bedroom; rent includes heat hydro and wate, 1950, Apartment, 1, 1, 600, No,No,No
1266,Toronto, Brand New 2 Bedroom Suite for Rent at Lytton Heights, 3395, Apartment, 2, 1, 899, No,No,No
1267,Toronto, Danforth Basement Studio Apartment, 1500, Apartment, 0, 1, Limited, No,No,Yes
1268,Toronto, BEAUTIFUL 1 BED 1 BATH CONDO, 2200, Condo, 1, 1, 550, No,No,No
1269,Toronto, 2 bedroom basement apartment for rent - Scarborough, 2200, Basement, 2, 1, 2000, No,No,No
1270,Toronto, 1 Bedroom Apartment for Rent Steps to Victoria Park Station!, 2315, Apartment, 1, 1, N/A, No,No,No
1272,Toronto, Victoria Park Apartments - 2 Bdrm available at 1757 1759 Victor, 2645, Apartment, 2, 1, 815, No,No,No
1273,Toronto, 1 Bedroom For Rent - Forest Hill - Renovated - Family-Friendly, 2479, Apartment, 1, 1, 720, No,No,No
1274,Toronto, 2 bedroom apartment for rent at 5 & 11 Elm Avenue Toronto, 3175, Apartment, 2, 1, N/A, No,No,No
1275,Toronto, Davisville Village Apartments - Bachelor available at 33 Davisvi, 1955, Apartment, 0, 1, N/A, No,No,Yes
